Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class
ELEC,Township of Winslow - Animal Control,125 South Route 73,,Braddock,NJ,8037,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.701175,-74.896669,2023-09-26,238016,2023-09-26 00:00:35 UTC,,,,2022-04-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,580 U.S. Route 1,,Edison,NJ,08817,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.506264,-74.393652,2023-07-01,238208,2023-07-14 19:41:28 UTC,P,,,2022-12-13,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Shunpike Park,651 Shunpike Road,,Chatham Township,NJ,07928,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.744349,-74.4249454,2023-09-26,238426,2023-09-26 00:01:00 UTC,,,,2022-11-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nash Park,462 Southern Boulevard,,Chatham Township,NJ,07928,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.7398881,-74.4290495,2023-09-26,238427,2023-09-26 00:01:00 UTC,,,,2022-11-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Starbucks - Tesla Supercharger,2819 John F. Kennedy Boulevard,,North Bergen,NJ,07047,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.773883,-74.038139,2023-07-01,238574,2023-07-14 19:41:28 UTC,P,,,2022-12-16,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Bergen Ferry Plaza - Tesla Supercharger,260 Bergen Turnpike,,Little Ferry,NJ,07643,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.85503308,-74.03273256,2023-07-01,238575,2023-07-14 19:41:28 UTC,P,,,2022-12-16,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Convery Plaza Shopping Center - Tesla Supercharger,365 Convery Boulevard,,Perth Amboy,NJ,08861,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.51748,-74.28589,2023-07-01,238580,2023-07-14 19:41:28 UTC,P,,,2022-12-20,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Convery Plaza Shopping Center,365 Convery Blvd,,Perth Amboy,NJ,08861,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,40.5175,-74.28587,2023-09-25,238821,2023-09-25 23:56:57 UTC,,,,2022-12-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Menlo Park Mall,55 Parsonage Rd,,Edison,NJ,08837,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,40.54438,-74.334418,2023-09-25,240734,2023-09-25 23:56:00 UTC,,,,2022-12-31,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,4690 US 9,,Howell Township,NJ,07731,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.13713826,-74.22573943,2023-07-01,241141,2023-07-14 19:41:28 UTC,P,,,2022-12-23,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,American Dream - Tesla Supercharger,1  American Dream Way,,East Rutherford,NJ,07073,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,40.81152,-74.064662,2023-07-01,241143,2023-07-14 19:41:28 UTC,P,,,2022-12-23,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Columbia Park Center - Tesla Supercharger,3131 Kennedy Blvd,,North Bergen,NJ,07087,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.775401,-74.034631,2023-07-01,241147,2023-07-14 19:41:28 UTC,P,,,2022-12-23,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Mainland Hospital Campus - Visitors Parking,65 W Jimmie Leeds Rd,,Pomona,NJ,8240,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.480326,-74.542733,2023-09-25,241193,2023-09-25 23:58:56 UTC,,,,2022-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,Ross Industries - 409 JKA Project,409 Joyce Kilmer Avenue,,New Brunswick,NJ,8901,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,40.483491,-74.458456,2023-09-26,241203,2023-09-26 00:02:21 UTC,,,,2022-10-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,Township of Winslow - Erial Road,100 Erial Road,,Sicklerville,NJ,8081,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,39.712225,-74.950605,2023-09-26,250393,2023-09-26 00:03:07 UTC,,,,2022-05-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,160 Greene-Littleman Parking - Tesla Destination,135 Greene St,,Jersey City,NJ,07311,,212-714-3571  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.718398,-74.035327,2022-10-06,250879,2023-01-18 15:15:20 UTC,P,,,2019-08-28,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,Residence Inn by Marriott Tower New Brunswick Tower Center Blvd - Tesla Destination,6 Tower Center Blvd,,East Brunswick,NJ,08816,,7327122121  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.47997,-74.40644,2022-10-06,250999,2023-01-18 15:15:20 UTC,P,,,2022-06-28,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,Columbus Garage LLC - Tesla Destination,66 Christopher Columbus Dr,,Jersey City,NJ,07302,,  877-798-3752,E,,Public,,,,,,,9,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.7200344,-74.0446167,2022-10-06,251064,2023-01-18 15:15:20 UTC,P,,,2022-08-25,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,MCVSD MORRIS ST2,400 E Main St,,Denville,NJ,07834,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.878613,-74.479077,2023-09-26,251112,2023-09-26 00:21:02 UTC,,,,2023-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MCVSD MORRIS ST1,400 E Main St,,Denville,NJ,07834,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.878625,-74.479176,2023-09-26,251113,2023-09-26 00:21:22 UTC,,,,2023-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX COUNTY OFF NETWORK3,560 Northfield Ave,,West Orange,NJ,07052,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.76802,-74.281537,2023-09-26,251195,2023-09-26 00:16:36 UTC,,,,2023-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX COUNTY OFF NETWORK2,73 Howard St,,Newark,NJ,07103,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.737238,-74.182551,2023-09-26,251196,2023-09-26 00:16:37 UTC,,,,2023-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX COUNTY OFF NETWORK1,900 Bloomfield Ave,,Verona,NJ,07044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.835307,-74.25889,2023-09-26,251197,2023-09-26 00:23:26 UTC,,,,2023-01-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPG,U-Haul,2180 Rte 9,,Toms River,NJ,08755,,732-367-0004,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,40.03451,-74.22642,2023-02-13,251207,2023-02-14 15:54:11 UTC,P,,,2023-01-12,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD
ELEC,F & S Fresh Foods,500 W Elmer Rd,,Vineland,NJ,08360,,,E,,Private,Contact station for hours of availability,,,,,,6,,,AMPUP,https://ampup.io/,GPS,39.4590802,-75.0396674,2023-02-13,251311,2023-02-14 15:54:11 UTC,P,,,2022-11-08,,,,,J1772,US,,,,Privé,,private,,,FACTORY,,,,,,,,,,,,,,,,,,,,,,,,,LD
ELEC,iStar,34 Maple Ave,,Pine Brook,NJ,07058,,,E,,Private,Contact station for hours of availability,,,,,,2,,,AMPUP,https://ampup.io/,GPS,40.864023,-74.3318946,2023-02-13,251552,2023-02-14 15:54:11 UTC,P,,,2022-12-06,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD
ELEC,ESSEX COUNTY #4,16-84 W Market St,,Newark,NJ,07102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.739091,-74.18168,2023-09-26,251775,2023-09-26 00:42:03 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX COUNTY #2,16-84 W Market St,,Newark,NJ,07102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.739032,-74.181703,2023-09-26,251776,2023-09-26 00:42:03 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,VERMELLA UNION STATION 1,2 Vermella Wy,,Union,NJ,07083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.683566,-74.234736,2023-09-26,251797,2023-09-26 01:00:17 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ML 1 CT4000,130 US-46,,Lodi,NJ,07644,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.87752,-74.07565,2023-09-26,251949,2023-09-26 01:09:33 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OR VOLVO STATION 3,731 US-1,,Edison,NJ,08817,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.509886,-74.386763,2023-09-26,251950,2023-09-26 01:09:33 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OR VOLVO STATION 6,731 US-1,,Edison,NJ,08817,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.510688,-74.386692,2023-09-26,251951,2023-09-26 01:09:34 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OR VOLVO STATION 4,731 US-1,,Edison,NJ,08817,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.510589,-74.386686,2023-09-26,251952,2023-09-26 01:09:34 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OR VOLVO STATION 5,731 US-1,,Edison,NJ,08817,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.510626,-74.386694,2023-09-26,251953,2023-09-26 01:09:34 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OR VOLVO STATION 2,731 US-1,,Edison,NJ,08817,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.51032,-74.387284,2023-09-26,251954,2023-09-26 01:09:34 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OR VOLVO STATION 1,731 US-1,,Edison,NJ,08817,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.510661,-74.387189,2023-09-26,251956,2023-09-26 01:09:39 UTC,,,,2023-01-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IKEA USA ELIZABETH 1,1000 Ikea Dr,,Elizabeth,NJ,07201,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.67468,-74.169726,2023-09-26,252743,2023-09-26 01:01:35 UTC,,,,2023-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IKEA USA ELIZABETH 2,1000 Ikea Dr,,Elizabeth,NJ,07201,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.674695,-74.169755,2023-09-26,252744,2023-09-26 01:01:35 UTC,,,,2023-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IKEA USA ELIZABETH 4,1000 Ikea Dr,,Elizabeth,NJ,07201,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.674686,-74.169757,2023-09-26,252745,2023-09-26 01:01:35 UTC,,,,2023-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IKEA USA PARAMUS 4,100 Ikea Dr,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.924101,-74.073649,2023-09-26,252858,2023-09-26 01:01:26 UTC,,,,2023-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IKEA USA PARAMUS 1,100 Ikea Dr,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.924242,-74.073728,2023-09-26,252859,2023-09-26 01:01:26 UTC,,,,2023-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IKEA USA PARAMUS 2,100 Ikea Dr,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.924243,-74.073812,2023-09-26,252860,2023-09-26 01:01:27 UTC,,,,2023-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IKEA USA PARAMUS 3,100 Ikea Dr,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.924214,-74.073749,2023-09-26,252861,2023-09-26 01:01:27 UTC,,,,2023-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MORRIS MARKET 5,191 E Hanover Ave,,Morris Township,NJ,07960,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.813481,-74.474142,2023-09-26,252929,2023-09-26 01:08:58 UTC,,,,2023-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MORRIS MARKET 2,191 East Hanover Ave,,Morris Twp,NJ,07960,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.81353,-74.474123,2023-09-26,252930,2023-09-26 01:09:00 UTC,,,,2023-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MORRIS MARKET 3,191 East Hanover Ave,,Morris Twp,NJ,07960,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.813524,-74.474162,2023-09-26,252931,2023-09-26 01:09:03 UTC,,,,2023-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MORRIS MARKET 1,191 E Hanover Ave,,Morris Township,NJ,07960,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.813486,-74.474177,2023-09-26,252933,2023-09-26 01:09:26 UTC,,,,2023-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MORRIS MARKET 4,191 E Hanover Ave,,Morris Township,NJ,07960,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.813502,-74.474131,2023-09-26,252934,2023-09-26 01:09:31 UTC,,,,2023-02-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HYUNDAI DELIVER CHARGER 3,405 NJ-72,,Stafford Township,NJ,08050,,888-758-4389,E,,Public,Mon 7:00pm - 12:00am; Tue 7:00pm - 12:00am; Wed 7:00pm - 12:00am; Thu 7:00pm - 12:00am; Fri 7:00pm - 12:00am; Sat 7:00pm - 12:00am; Sun 7:00pm - 12:00am,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.701501,-74.271688,2023-09-26,253421,2023-09-26 01:09:17 UTC,,,,2023-02-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Gateway Shopping Center (NJ) DCFC,1014 Route 9,,Old Bridge,NJ,08857,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,,1,,Volta,https://voltacharging.com/,GPS,40.453884942,-74.299459174,2023-09-26,253587,2023-09-26 01:33:37 UTC,,,,2023-02-08,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Lodi Commons,2 Memorial Drive,,Lodi,NJ,07644,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,1,,,Volta,https://voltacharging.com/,GPS,40.874570183,-74.086904506,2023-09-26,253626,2023-09-26 01:34:17 UTC,,,,2023-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Westfield NJ Lot 7, Westfield NJ",425 East Broad Street,,Westfield,NJ,07090,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.650541401,-74.346812594,2023-09-26,253640,2023-09-26 01:34:24 UTC,,,,2023-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Chestnut St and Williams St Municipal Lot 01,135 Chestnut Street,,Roselle Park,NJ,07204,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,1,,,Volta,https://voltacharging.com/,GPS,40.66274725,-74.264085576,2023-09-26,253683,2023-09-26 01:34:44 UTC,,,,2023-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SIKA HQ SIKAEVSTATION 1,201 Polito Ave,,Lyndhurst,NJ,07071,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.805778,-74.10831,2023-09-26,253803,2023-09-26 01:07:51 UTC,,,,2023-02-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SIKA HQ IKAEVSTATION 2,201 Polito Ave,,Lyndhurst,NJ,07071,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.80581,-74.108351,2023-09-26,253804,2023-09-26 01:07:51 UTC,,,,2023-02-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NJDEP STATEPARK HIGH POINT PS2,1480 NJ-23,,Montague,NJ,07461,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.31397,-74.66824,2023-09-26,253857,2023-09-26 01:10:31 UTC,,,,2023-02-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NJDEP STATEPARK HIGH POINT PS1,1480 NJ-23,,Montague,NJ,07461,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.313988,-74.66826,2023-09-26,253858,2023-09-26 01:10:31 UTC,,,,2023-02-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Pine Belt Cadillac Of Toms River,71 Route 37 East,,Toms River,NJ,08753,,866-816-7584,E,,Public,,,,,,,1,2,,EV Connect,http://evconnect.com/,GPS,39.963095,-74.194178,2023-09-26,253873,2023-09-26 01:30:34 UTC,,,,2023-02-11,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PRESTIGETOYOTA SALES DUAL,1096 NJ-17,,Ramsey,NJ,07446,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.068341,-74.133217,2023-09-26,254053,2023-09-26 01:10:34 UTC,,,,2023-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"TTI Environmental, Inc",1253 N Church St,,Moorestown,NJ,08057,,,E,,Private,8am-5pm daily; for employees only,,,,,,2,,,Non-Networked,,200-8,39.97654,-74.98235,2023-03-08,254256,2023-03-08 17:16:33 UTC,P,,,2022-09-06,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,,,,,,,,,LD
ELEC,NEW CHARGERS FRONT 3,180 US-202,,Flemington,NJ,08822,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.480734,-74.862616,2023-09-26,254347,2023-09-26 01:04:51 UTC,,,,2023-02-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NEW CHARGERS SIDE LV3,180 US-202,,Flemington,NJ,08822,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.480978,-74.862951,2023-09-26,254350,2023-09-26 01:06:40 UTC,,,,2023-02-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TENACRE CAMPUS TENACRE 5AND6,900-942 Great Rd E,,Princeton,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.368717,-74.691328,2023-09-26,254412,2023-09-26 00:23:30 UTC,,,,2023-02-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TENACRE CAMPUS STATION 3&4,965 Great Rd,,Princeton,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.36973,-74.69483,2023-09-26,254413,2023-09-26 00:23:30 UTC,,,,2023-02-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
